formula,target_hardness_Reuss,target_hardness_VRH,target_hardness_Voigt,Bulk_Reuss,Bulk_Voigt,Bulk_VRH,Shear_Reuss,Shear_Voigt,Shear_VRH
Ir2Mo6Ir2Mo6,188.2480081,169.3406622,153.6289862,280.489,280.489,280.489,95.2975,113.033,104.165
Ir2N2Ir2N2,124.9898195,124.1887723,123.7703549,281.093,310.994,296.044,134.76,158.113,146.437
Ir2N4Ir2N4,103.7226761,96.34446771,90.32323712,302.344,317.063,309.703,175.586,211.474,193.53
Ir2Nb6Ir2Nb6,120.8191503,111.9961575,104.2730257,221.783,221.783,221.783,97.1573,109.83,103.494
Ir2O4Ir2O4,182.2523477,150.746681,129.2937057,255.209,267.246,261.228,84.9914,121.444,103.218
Ir2P1Ir2P1,216.8890527,161.0027329,126.7502801,280.367,280.367,280.367,84.5274,132.68,108.604
Ir2Pb2Ir2Pb2,115.857212,107.4723988,100.3999173,129.524,132.928,131.226,44.9045,52.59,48.7472
Ir2Sb2Ir2Sb2,132.1889353,124.457018,117.5853173,163.16,164.457,163.809,56.8714,63.4578,60.1646
Ir2Si2Tb1Ir2Si2Tb1,71.43351857,70.49154519,69.58190951,176.956,178.141,177.548,106.976,110.404,108.69
Ir2Si2Th1Ir2Si2Th1,267.9496395,204.2737149,163.6689043,179.711,179.598,179.655,36.2878,54.9189,45.6034
Ir2Si2Y1Ir2Si2Y1,72.34633138,71.3118989,70.31119299,177.047,177.996,177.522,105.949,109.331,107.64
Ir2Sn2Ir2Sn2,136.2391411,118.1558935,104.5236728,149.654,153.852,151.753,48.7134,63.3311,56.0222
Ir2Sn8Ir2Sn8,48.95463264,48.87957098,48.8065376,67.019,67.6056,67.3123,33.9033,34.4333,34.1683
Ir2Th2Ir2Th2,262.3953499,216.9854936,183.8452212,136.312,135.35,135.831,24.3999,32.5867,28.4933
Ir2Ti6Ir2Ti6,321.5546645,232.1739747,179.7300499,154.478,154.478,154.478,24.7851,40.4967,32.6409
Ir2V6Ir2V6,105.497847,101.0424363,96.9139274,234.461,234.461,234.461,118.228,126.857,122.542
Ir2W2Ir2W2,132.8894178,128.4723791,124.2482104,338.217,334.28,336.248,168.985,175.634,172.31
Ir3N3Ir3N3,467.1715918,463.7091891,460.2948791,299.5,299.5,299.5,48.7423,49.36,49.0512
Ir3Nb1Ir3Nb1,94.24764378,91.77758185,89.42140856,313.744,313.744,313.744,200.961,209.897,205.429
Ir3Pa1Ir3Pa1,116.0099471,115.8465317,115.682432,257.789,257.789,257.789,125.946,126.243,126.094
Ir3Sc1Ir3Sc1,114.673432,104.9198446,96.5663969,239.011,239.011,239.011,113.529,130.957,122.243
Ir3Sn3Zr3Ir3Sn3Zr3,123.2191329,123.0113458,122.8253554,156.176,159.957,158.067,56.4779,58.6978,57.5878
Ir3Ta1Ir3Ta1,98.40525876,95.45153657,92.65402877,324.806,324.806,324.806,204.242,214.693,209.468
Ir3Te6Ir3Te6,49.95920004,52.81634431,55.60803759,82.8231,93.2741,88.0486,45.8209,50.2178,48.0193
Ir3Ti1Ir3Ti1,106.107028,100.354626,95.1411013,289.544,289.544,289.544,161.476,176.777,169.127
Ir3U1Ir3U1,131.5237437,131.4010961,131.2799302,272.239,272.239,272.239,123.092,123.283,123.188
Ir3V1Ir3V1,91.39514834,88.48636153,85.73908083,316.728,316.728,316.728,209.088,220.427,214.757
Ir3Zr1Ir3Zr1,100.540411,95.21213896,90.37098265,269.722,269.722,269.722,151.827,165.853,158.84
Ir4La10Ir4La10,242.9825006,107.2968185,66.58152002,50.2581,51.1981,50.7281,5.82897,17.6356,11.7323
Ir4La16Mg4Ir4La16Mg4,46.95218421,46.70516769,46.46040717,46.2333,46.2333,46.2333,20.0894,20.26,20.1747
Ir4La2Ir4La2,119.9664112,116.5289322,113.265707,174.833,174.833,174.833,68.4043,71.76,70.0822
Ir4La2Si4Ir4La2Si4,110.305622,109.0517099,107.8236027,165.255,165.404,165.33,67.4143,68.7956,68.1049
Ir4La4Si4Ir4La4Si4,183.1030566,181.6702198,180.378007,110.324,114.274,112.299,24.0622,25.6878,24.875
Ir4Li8Mg4Ir4Li8Mg4,92.28501869,64.05699948,48.19840782,64.8,64.8,64.8,19.1946,32.64,25.9173
Ir4Lu2Ir4Lu2,131.9048363,127.2495192,122.8837689,220.422,220.422,220.422,89.4616,94.9133,92.1875
Ir4Lu4Si4Ir4Lu4Si4,81.25643457,78.54782805,76.00534724,156.263,156.672,156.468,79.8473,84.6933,82.2703
Ir4Mg4Tb16Ir4Mg4Tb16,49.29244535,49.21952251,49.14656386,58.0056,58.0056,58.0056,27.1484,27.2133,27.1808
Ir4Mn12Si4Ir4Mn12Si4,74.840074,73.60453917,72.4006188,122.984,122.615,122.799,59.6555,61.0256,60.3405
Ir4Mn4Si4Ir4Mn4Si4,78.23131519,86.30125411,94.59383095,141.261,158.819,150.04,70.8079,72.1578,71.4828
Ir4N8Ir4N8,106.5060295,99.1490928,92.81619932,327.115,332.637,329.876,193.3,222.182,207.741
Ir4Nb4Si4Ir4Nb4Si4,107.2330634,105.5341514,103.8957038,246.229,247.374,246.801,125.526,129.768,127.647
Ir4P12Ir4P12,59.61526056,59.59718478,59.58040912,167.804,167.783,167.793,114.517,114.55,114.534
Ir4P4Se4Ir4P4Se4,65.35595885,63.0339121,60.85464922,168.768,168.835,168.802,107.162,113.654,110.408
Ir4P4Sr4Ir4P4Sr4,106.1292855,100.7108768,95.82561455,99.6345,100.38,100.007,32.5893,35.8711,34.2302
Ir4P8Ir4P8,68.37909391,65.62897708,63.1041065,190.327,192.111,191.219,123.678,133.927,128.802
Ir4Pr2Ir4Pr2,112.7185969,109.7269844,106.8757135,192.606,192.606,192.606,83.3111,87.0833,85.1972
Ir4S4Sb4Ir4S4Sb4,59.13438877,57.75247731,56.42787315,135.951,136.098,136.025,84.0624,87.4656,85.764
Ir4S8Ir4S8,77.36524799,76.52323593,75.68755036,164.101,162.45,163.275,89.4734,89.73,89.6017
Ir4Sb12Ir4Sb12,49.13614443,48.365442,47.6156063,97.4889,97.4889,97.4889,59.3039,60.8233,60.0636
Ir4Sb4Se4Ir4Sb4Se4,59.21375531,57.97482421,56.78011037,129.781,129.776,129.779,78.3197,81.0322,79.676
Ir4Sb4Te4Ir4Sb4Te4,53.9032243,52.84352677,51.8206076,121.289,121.28,121.284,76.367,78.8311,77.5991
Ir4Sc2Ir4Sc2,114.8648815,110.6151426,106.6422066,216.667,216.667,216.667,97.8511,104.09,100.971
Ir4Si4Ta4Ir4Si4Ta4,112.7263413,111.3040839,109.9317067,255.733,257.663,256.698,127.454,131.621,129.538
Ir4Si4Tb2Ir4Si4Tb2,128.5748347,129.4015333,130.2237889,179.046,182.357,180.702,66.9081,68.0444,67.4763
Ir4Si4Th2Ir4Si4Th2,108.5763589,107.1643761,105.7858223,191.403,191.463,191.433,85.1436,87.0478,86.0957
Ir4Si4Y4Ir4Si4Y4,72.39157897,71.88502879,71.49853335,132.934,141.976,137.455,68.8962,76.8222,72.8592
Ir4Sn4Sr3Ir4Sn4Sr3,100.7182162,98.51102908,96.38978522,89.9556,89.9556,89.9556,29.1998,30.2833,29.7416
Ir4Sr2Ir4Sr2,104.864703,104.1871607,103.5174696,144.328,144.328,144.328,57.3869,58.0067,57.6968
Ir4Tb2Ir4Tb2,116.0233354,112.4245352,109.022466,198.933,198.933,198.933,85.3702,89.91,87.6401
Ir4Te8Ir4Te8,69.3822661,67.81338239,66.304235,110.474,110.317,110.395,54.0445,55.97,55.0072
Ir4Th2Ir4Th2,134.3804709,131.6830109,129.0821625,200.133,200.133,200.133,76.2048,78.81,77.5074
Ir4U2Ir4U2,112.3091402,110.2723866,108.3013652,209.944,209.944,209.944,95.0975,98.0167,96.5571
Ir4V4Ir4V4,121.7102127,120.2911191,119.0552043,257.698,270.304,264.001,120.945,132.339,126.642
Ir4Y2Ir4Y2,112.6370389,109.2996626,106.1364885,198.517,198.517,198.517,87.2281,91.65,89.439
Ir4Zr12Ir4Zr12,331.086885,268.1088892,223.7361927,129.744,128.919,129.331,18.6113,25.6744,22.1429
Ir4Zr2Ir4Zr2,111.0682998,108.6268906,106.2796493,247.144,247.144,247.144,122.59,127.167,124.878
Ir5La1Ir5La1,138.3065423,136.8345345,135.497969,215.65,223.169,219.409,83.2088,89.1144,86.1616
Ir5Sn7Ir5Sn7,106.284926,100.9139941,96.07791719,129.604,130.807,130.206,48.2902,53.2444,50.7673
Ir5Th1Ir5Th1,142.2503351,136.8784935,131.8362811,247.867,247.002,247.435,100.151,106.168,103.159
Ir6Mg18Ir6Mg18,65.89512008,63.27285567,60.84289898,77.0812,77.3593,77.2202,32.8558,35.2556,34.0557
Ir6Mg6Si16Ir6Mg6Si16,123.3940917,117.2276874,111.5969061,128.944,128.944,128.944,42.3199,46.0167,44.1683
Ir6Mo2Ir6Mo2,119.9181899,118.7139179,117.5296796,340.807,340.356,340.581,186.233,189.007,187.62
Ir6Nb6Ir6Nb6,165.2903078,159.7516362,154.613152,253.267,255.55,254.408,91.2103,97.7733,94.4918
Ir6Si2Ir6Si2,172.6769232,165.9835663,159.4821435,314.357,304.237,309.297,121.581,123.746,122.663
Ir6Sn14Ir6Sn14,65.71361203,65.12982045,64.5550061,101.928,101.928,101.928,50.0736,50.8067,50.4401
Ir6Sn6Zr6Ir6Sn6Zr6,102.705244,102.5680719,102.4374944,155.477,157.463,156.47,65.2819,66.6811,65.9815
Ir6Th14Ir6Th14,95.54310353,94.32380829,93.11552716,86.551,85.6407,86.0959,28.7902,28.9478,28.869
Ir6W2Ir6W2,125.863363,124.4743758,123.1039219,358.465,357.046,357.756,192.944,195.381,194.162
Ir6Zr10Ir6Zr10,180.5131134,177.7150192,175.0199544,162.209,163.167,162.688,43.4155,44.9533,44.1844
Ir7Sc4Si6Ir7Sc4Si6,75.88278996,75.72648167,75.56991559,186.578,186.578,186.578,110.212,110.587,110.399
Ir8La6Sn26Ir8La6Sn26,52.07602587,51.96671737,51.85794868,85.2944,85.2944,85.2944,46.3094,46.4667,46.3881
Ir8Mg4Ir8Mg4,250.3061919,198.0390792,162.5835255,198.155,197.324,197.74,44.5041,63.6011,54.0526
Ir8N4Zr16Ir8N4Zr16,129.3429439,127.2979386,125.3107779,179.906,179.906,179.906,67.0563,68.8533,67.9548
Ir8S12Ir8S12,75.9901373,74.02788348,72.15374374,168.668,168.648,168.658,94.6199,98.7156,96.6677
Ir8S12Sn12Ir8S12Sn12,80.54662043,74.15539124,68.64072643,80.0084,80.2704,80.1394,29.4659,33.7689,31.6174
Ir8Sc16Ir8Sc16,145.211879,133.6573452,123.6686091,111.194,111.194,111.194,29.5772,33.8267,31.7019
Ir8Sc22Ir8Sc22,95.44570961,92.00969271,88.78965723,99.1,99.1,99.1,35.3032,37.48,36.3916
Ir8Si4Ir8Si4,167.7363926,160.9902649,154.8121532,280.343,283.007,281.675,104.919,113.824,109.372
Ir8Sn26Sr6Ir8Sn26Sr6,66.89615109,63.35084599,60.12519932,71.7944,71.7944,71.7944,29.1723,31.8267,30.4995
Ir8Sn26Yb6Ir8Sn26Yb6,101.0211882,86.82760088,75.85069775,74.2,74.2,74.2,21.8203,27.65,24.7352
Ir8Zr16Ir8Zr16,215.3502783,212.6760227,210.061885,135.017,135.017,135.017,28.4182,29.02,28.7191
K10Te6K10Te6,14.09336532,14.1526403,14.2120033,14.6924,14.9093,14.8008,8.99976,9.14556,9.07266
K12S12Sb4K12S12Sb4,18.70181077,18.597169,18.49310168,15.1456,15.0815,15.1135,7.68097,7.69556,7.68826
K12Sb4Se12K12Sb4Se12,15.39512779,15.49577797,15.59617073,12.76,12.8685,12.8143,6.84107,6.86444,6.85275
K12Sb4Te12K12Sb4Te12,13.40468594,13.35236274,13.30027038,10.2867,10.2759,10.2813,5.46098,5.48222,5.4716
K16Sb8Sn2K16Sb8Sn2,14.53276954,13.86631235,13.24536197,12.9556,12.9556,12.9556,7.29217,7.78333,7.53775
K1K1,60.4692361,17.67836564,8.788856432,3.88333,3.88333,3.88333,0.398515,1.68,1.03926
K1Mn1Te2K1Mn1Te2,42.18793353,35.10822666,29.17873734,22.0967,19.987,21.0419,7.23157,8.31556,7.77356
K1N1K1N1,33.30890691,27.07910185,22.57781075,19.5611,19.5611,19.5611,7.26166,9.79667,8.52916
K1Na2Sb1K1Na2Sb1,16.39781906,15.25710718,14.23470984,19.95,19.95,19.95,12.7809,14.14,13.4604
K1Nb1O3K1Nb1O3,111.055377,75.46858979,59.40203156,108.359,125.356,116.857,35.5934,74.1567,54.875
K1O3Ta1K1O3Ta1,69.37748842,66.2600255,63.38337555,184.633,184.633,184.633,116.775,125.73,121.253
K1O3U1K1O3U1,85.42083092,76.71885073,69.48200678,133.456,133.456,133.456,60.475,71.6733,66.0742
K1P2Rh2K1P2Rh2,31.94764419,32.80505389,34.05073568,46.1564,64.2426,55.1995,27.1943,42.4789,34.8366
K2Li2Se2K2Li2Se2,19.51207352,18.88994852,18.30786675,24.0235,24.2574,24.1404,14.8708,15.8144,15.3426
K2Mg5Sn3K2Mg5Sn3,29.66358188,25.62565805,22.42502121,21.993,21.9926,21.9928,9.47645,11.7389,10.6077
K2N6K2N6,19.35904471,18.6408457,17.99192922,19.616,20.1278,19.8719,11.0364,12.1067,11.5715
K2Nb2S4K2Nb2S4,36.27654441,35.80697448,35.34850211,70.7557,70.8463,70.801,46.7117,47.7678,47.2397
K2Nb2Se4K2Nb2Se4,32.06804842,31.83447827,31.60348934,57.985,57.9537,57.9694,38.1792,38.5856,38.3824
K2O12Os4K2O12Os4,47.9270835,47.37011693,46.82442127,110.811,110.811,110.811,73.322,74.7067,74.0144
K2O1K2O1,40.33300711,31.74616519,25.85734135,27.45,27.45,27.45,10.378,14.69,12.534
K2P2Zn2K2P2Zn2,19.5725668,20.81239494,22.00902257,33.1151,40.0481,36.5816,24.0117,29.2556,26.6336
K2S1K2S1,19.88895402,19.76614288,19.6445483,18.3611,18.3611,18.3611,9.79637,9.88667,9.84152
K2Sb2Sn2K2Sb2Sn2,17.3268898,17.51648087,17.70483724,20.1423,20.7833,20.4628,12.4579,12.8533,12.6556
K2Sb2Zn2K2Sb2Zn2,14.44879592,16.83511444,19.0874497,21.5048,28.6074,25.0561,15.6587,19.6411,17.6499
K2Se1K2Se1,18.63975746,18.62314368,18.60655355,15.8833,15.8833,15.8833,8.26914,8.28,8.27457
K2Te1K2Te1,17.41079677,17.29426639,17.17896396,13.0667,13.0667,13.0667,6.48636,6.55,6.51818
K2Zn26K2Zn26,21.67838078,21.35004524,21.02977264,58.9222,58.9222,58.9222,52.8074,54.0233,53.4154
K3Sb1K3Sb1,38.91968209,19.74809576,12.2567955,13.1278,13.1278,13.1278,3.53099,8.37667,5.95383
K4Na4S4K4Na4S4,20.06174113,19.85879645,19.66869387,24.8409,25.4241,25.1325,15.3171,16.0944,15.7058
K4Na4Te4K4Na4Te4,17.54058321,17.34778239,17.16745716,17.6574,18.087,17.8722,10.1342,10.6722,10.4032
K4O12Sb4K4O12Sb4,52.3293435,50.89527103,49.52864233,114.311,114.311,114.311,71.5677,74.8167,73.1922
K4O6Pb4K4O6Pb4,18.29309148,17.91170054,17.54002698,21.1963,21.0852,21.1407,12.9251,13.2244,13.0747
K4S2K4S2,53.82765648,37.39209892,31.15898453,15.6336,20.7046,18.1691,3.53798,8.33111,5.93455
K5Pb24K5Pb24,70.07575058,64.85721022,60.29007029,30.5778,30.5778,30.5778,7.80605,8.82667,8.31636
K5Sb4K5Sb4,15.98574631,15.27852322,14.62144939,14.9603,15.0037,14.982,8.45333,9.04889,8.75111
K6Se6K6Se6,16.56685572,17.31515516,18.07040118,14.8914,15.6463,15.2688,8.18144,8.27111,8.22627
K8Si46K8Si46,32.59451008,32.44683694,32.30037357,72.7056,72.7056,72.7056,52.9266,53.3033,53.115
K8Sn46K8Sn46,83.28206049,75.66345098,69.20489137,28.75,28.75,28.75,6.17468,7.19,6.68234
K8Te12K8Te12,23.11907546,20.04331522,17.73838049,14.6771,15.3815,15.0293,6.25426,8.17222,7.21324
La10O3Si8La10O3Si8,41.34863939,42.56492012,43.77963262,77.3703,80.9333,79.1518,48.1462,49.2133,48.6798
La10Si6La10Si6,41.36197245,42.33082869,43.29211204,51.9781,54.4389,53.2085,26.5045,27.3933,26.9489
La14Pt6La14Pt6,65.89954834,65.9192571,65.93937587,48.5526,48.8556,48.7041,16.4242,16.57,16.4971
La16Mg4Ru4La16Mg4Ru4,47.38077909,47.19735524,47.01485732,44.5,44.5,44.5,18.8323,18.95,18.8911
La16O24La16O24,94.92786545,92.88816585,90.92514346,111.22,111.135,111.177,42.1634,43.6444,42.9039
La1Mg1La1Mg1,30.45106506,24.62421443,20.43562643,35.3556,35.3556,35.3556,18.9262,25.6533,22.2898
La1Mg1Ni4La1Mg1Ni4,102.3938278,102.1927406,101.9923637,98.6056,98.6056,98.6056,33.0553,33.1633,33.1093
La1Mn1O3La1Mn1O3,86.20013873,86.18539887,86.17066353,164.472,164.472,164.472,82.1201,82.1433,82.1317
La1N1La1N1,55.34927912,55.34838096,55.34757263,122.65,122.65,122.65,76.0081,76.01,76.0091
La1Ni1O2La1Ni1O2,92.21939104,84.41651205,77.76566448,137.537,138.181,137.859,59.3884,68.8422,64.1153
La1Ni2Rh3La1Ni2Rh3,100.5771806,101.1002732,101.6217094,154.043,156.569,155.306,65.5097,66.5544,66.0321
La1O3Ti1La1O3Ti1,233.4389896,194.231118,165.5823886,178.483,178.483,178.483,40.3521,53.88,47.116
La1Os1Si3La1Os1Si3,61.2437861,61.24698434,61.24928316,119.51,119.737,119.624,67.3352,67.5222,67.4287
La1Os2Si2La1Os2Si2,54.03356703,56.25040321,58.46078514,129.86,138.567,134.213,84.4379,87.31,85.874
La1Os4P12La1Os4P12,68.50595151,68.06728713,67.630583,174.701,173.493,174.097,108.599,108.612,108.606
La1P12Ru4La1P12Ru4,66.49132749,66.18590766,65.88135532,159.198,158.544,158.871,96.8049,96.9367,96.8708
La1P1La1P1,41.26378378,38.24394183,35.58514532,71.8,71.8,71.8,43.112,48.48,45.796
La1P2Ru2La1P2Ru2,53.97233416,57.355665,60.61025024,107.317,130.659,118.988,63.493,77.6289,70.5609
La1Pb3La1Pb3,72.63943069,59.83269753,50.53808143,46.6444,46.6444,46.6444,14.2798,19.1867,16.7332
La1Pd2Si2La1Pd2Si2,78.81575551,77.64829007,76.52217482,120.272,121.089,120.681,55.2884,57.2267,56.2575
La1Pd3La1Pd3,85.39197895,84.8160904,84.24712217,112.072,112.072,112.072,46.5517,47.0733,46.8125
La1Pd5La1Pd5,110.8358422,108.9217009,107.0654408,123.953,123.852,123.902,43.6187,44.8378,44.2282
La1Pt2Si2La1Pt2Si2,121.7516066,104.9484777,92.11976718,129.689,131.272,130.481,43.1671,55.4267,49.2969
La1Pt3La1Pt3,176.961708,152.6129446,133.7401096,141.972,141.972,141.972,36.1485,45.7133,40.9309
La1Pt5La1Pt5,122.4471485,123.8235461,125.188897,173.969,179.47,176.72,66.7486,68.6589,67.7037
La1Rh1Si3La1Rh1Si3,69.90272333,69.45936861,69.02083013,114.781,114.753,114.767,56.8862,57.46,57.1731
La1Rh2Si2La1Rh2Si2,59.71048865,59.05777537,58.55572467,124.061,133.654,128.857,72.7035,82.5989,77.6512
La1Rh3Si2La1Rh3Si2,74.37384582,74.71446952,75.05400592,164.128,166.274,165.201,92.4446,93.5611,93.0028
La1Ru1Si3La1Ru1Si3,61.95974335,61.98624196,62.01361713,115.533,115.828,115.68,63.3988,63.5967,63.4977
La1Ru2Si2La1Ru2Si2,48.91346416,51.54520879,54.14918825,113.88,124.922,119.401,75.1468,79.53,77.3384
La1Ru4Sb12La1Ru4Sb12,64.18189295,60.86427752,57.82353683,95.5473,95.2278,95.3876,46.3302,50.1867,48.2584
La1S1La1S1,104.8202294,70.29407627,51.8572521,79.3222,79.3222,79.3222,23.3901,41.6733,32.5317
La1Sb1La1Sb1,45.62857186,37.25388516,31.21029622,52.2611,52.2611,52.2611,24.7042,33.3667,29.0354
La1Se1La1Se1,127.7241988,70.31996721,46.87807336,68.6222,68.6222,68.6222,15.9638,36.3733,26.1686
La1Sn3La1Sn3,94.05401895,72.98271809,59.06578883,52.1611,52.1611,52.1611,13.6461,19.9967,16.8214
La1Te1La1Te1,161.2513932,66.94571796,39.92406053,54.8889,54.8889,54.8889,9.3955,29.5833,19.4894
La1Tl1La1Tl1,94.3474617,72.47760073,58.2496915,48.8333,48.8333,48.8333,12.3294,18.32,15.3247
La1Tl3La1Tl3,45.47716781,44.69459245,43.93512904,43.6889,43.6889,43.6889,18.9329,19.4633,19.1981
La1Zn1La1Zn1,38.14899735,35.52313086,33.19196412,46.8111,46.8111,46.8111,24.1557,26.9567,25.5562
La1Zn5La1Zn5,51.94232626,47.70990202,44.0822261,65.1013,65.5759,65.3386,30.9439,35.6956,33.3197
La2Mg4La2Mg4,31.95568463,31.10775605,30.29720064,36.6778,36.6778,36.6778,19.2597,20.0767,19.6682
La2N2La2N2,82.79025983,100.7984731,117.0604122,57.5016,91.262,74.3818,17.5509,26.3306,21.9407
La2Ni2La2Ni2,100.5005226,88.85573925,79.18004764,58.8751,57.7306,58.3028,15.4887,18.3167,16.9027
La2O2S1La2O2S1,61.3351476,60.94176406,60.55537074,96.6571,97.063,96.8601,48.9169,49.7411,49.329
La2O2Te1La2O2Te1,57.23487208,51.00508799,46.07154727,63.4414,65.2222,64.3318,27.5177,34.1767,30.8472
La2O3La2O3,120.7131527,101.3903038,88.54253358,88.5278,95.8593,92.1935,24.52,35.7389,30.1294
La2O8P2La2O8P2,190.4880935,110.2989424,79.47256847,106.119,117.833,111.976,21.9571,53.25,37.6036
La2P4Rh4La2P4Rh4,82.2053335,81.39837905,80.61037442,141.673,142.354,142.014,68.2731,69.8856,69.0793
La2Pd2La2Pd2,84.91799808,85.1941806,85.48755012,64.322,67.013,65.6675,20.3341,21.5044,20.9193
La2Pd2Sb2La2Pd2Sb2,64.52123953,67.19083685,69.86210542,77.4869,82.3611,79.924,33.6906,34.5933,34.142
La2Pd4Sb4La2Pd4Sb4,119.1765583,118.2322305,117.3608214,91.2751,93.9111,92.5931,25.9459,27.4267,26.6863
La2Pd6S8La2Pd6S8,92.43609529,92.43226718,92.42843936,96.8056,96.8056,96.8056,35.0009,35.0033,35.0021
La2Pt2La2Pt2,107.0677714,102.6056232,98.47822862,84.7843,84.9352,84.8598,25.3954,27.2944,26.3449
La2Pt4La2Pt4,121.6307366,119.0852276,116.6344906,147.222,147.222,147.222,52.2537,54.1133,53.1835
La2Pt4Si4La2Pt4Si4,102.9792967,97.10548392,91.83534725,139.587,140.087,139.837,55.4115,61.2589,58.3352
La2Rh2La2Rh2,131.7508111,116.2005954,103.194485,83.3367,80.9426,82.1397,20.8177,24.4256,22.6216
La2Rh2Si4La2Rh2Si4,78.63146387,79.16800413,79.70440123,111.489,115.365,113.427,49.4393,51.4622,50.4507
La2Rh4La2Rh4,131.6933871,123.8284028,116.7746754,135.822,135.822,135.822,43.3303,47.9033,45.6168
La2S4La2S4,59.70430587,58.35940333,57.06496607,79.3185,79.2315,79.275,37.1707,38.4989,37.8348
La2Si4La2Si4,80.03989422,73.48693031,67.8956142,75.4244,76.0222,75.7233,27.1108,31.4033,29.2571
La2Sn2La2Sn2,49.15085795,40.9726161,35.12075981,54.2394,55.8111,55.0253,24.6047,33.57,29.0874
La2Sn4La2Sn4,49.06263549,44.4778237,40.93006302,48.9458,51.9574,50.4516,21.1226,26.7111,23.9169
La2Tl2Zn2La2Tl2Zn2,26.06318149,26.2402874,26.42183688,51.7175,54.3148,53.0161,37.7595,40.2156,38.9876
La3Mg3Pd3La3Mg3Pd3,74.55747812,69.49841651,64.92631097,60.7471,59.8444,60.2958,20.7738,22.75,21.7619
La3Mg3Tl3La3Mg3Tl3,33.94111828,31.0505682,28.44433177,48.9981,47.4315,48.2148,28.3666,31.0056,29.6861
La3O12P3La3O12P3,58.23738687,57.81498471,57.42591265,88.5976,91.1759,89.8868,44.7774,47.2822,46.0298
La3O7Ta1La3O7Ta1,73.11347049,75.97909283,78.80111186,132.591,143.85,138.221,68.073,72.33,70.2015
La3Pb3Pd3La3Pb3Pd3,61.872524,60.87502269,59.90953999,71.7923,71.9926,71.8925,31.0912,32.0522,31.5717
La3Pd3Sn3La3Pd3Sn3,62.764147,61.82225667,60.91154299,78.9648,79.3333,79.1491,35.449,36.58,36.0145
La3Pd3Tl3La3Pd3Tl3,103.4163487,95.1850528,87.94277087,73.4674,72.5852,73.0263,21.0837,23.6811,22.3824
La3Sn1La3Sn1,42.81071851,41.61595855,40.47797168,44.0778,44.0778,44.0778,20.1368,21.0567,20.5968
La3Sn7La3Sn7,51.79007572,46.76765559,42.38594727,53.8124,52.4019,53.1071,23.3101,26.3111,24.8106
La3Tl1La3Tl1,79.07540788,77.98397404,76.9186949,38.2833,38.2833,38.2833,9.90205,10.13,10.016
La4O10Pd4La4O10Pd4,108.5903396,100.491818,93.59651209,125.857,128.048,126.952,45.394,52.6989,49.0465
La4O12Y4La4O12Y4,81.94943377,83.00370006,84.05033393,129.71,133.709,131.71,59.9647,61.4622,60.7135
La4O14Sn4La4O14Sn4,78.74046617,78.59901065,78.45813612,146.589,146.589,146.589,74.4528,74.6733,74.5631
La4O14Ti4La4O14Ti4,84.67046745,84.47862803,84.28744868,169.15,169.15,169.15,86.9241,87.25,87.087
La4O14Zr4La4O14Zr4,78.40815561,78.30519778,78.20259712,155.689,155.689,155.689,81.7764,81.9533,81.8649
La4O4Se3La4O4Se3,66.74445553,59.97902185,54.58521366,73.428,75.75,74.589,30.2297,37.31,33.7698
La4Pb2Pd4La4Pb2Pd4,80.18274948,77.70454301,75.36249734,69.7723,69.8296,69.801,24.0858,25.3778,24.7318
La4Pd4Sn4La4Pd4Sn4,71.63306842,72.51095013,73.38986248,70.4903,75.0093,72.7498,26.8342,28.8756,27.8549
La4Rh4Si4La4Rh4Si4,158.4411901,172.82812,186.6842041,86.3274,104.502,95.4146,18.8071,21.8244,20.3158
La4Rh4Sn8La4Rh4Sn8,129.4782171,96.14013582,75.77308007,81.6948,82.2574,81.9761,20.5014,32.3011,26.4013
La4S4La4S4,-2.625994766,11.4913097,19.67609565,0.413932,28.0685,14.2412,1.11621,18.6644,9.89033
La4Sb2La4Sb2,37.78648467,36.84159377,35.95196276,52.0165,52.5852,52.3008,28.5097,30.1411,29.3254
La4Sb8La4Sb8,50.59304554,47.95899748,45.7676816,51.9813,54.9222,53.4518,22.5523,26.55,24.5511
La4Si4La4Si4,35.37000505,35.08682436,34.82859004,66.0262,68.1685,67.0974,42.9562,45.6144,44.2853
La6O9La6O9,100.7466056,94.0206385,88.87824193,105.435,114.893,110.164,37.0436,46.7489,41.8963
La6Pb26Rh8La6Pb26Rh8,51.62613546,50.90434793,50.20024433,65.7167,65.7167,65.7167,31.5389,32.26,31.8995
La6Rh8Sn26La6Rh8Sn26,48.11314327,47.69073727,47.2747603,78.7333,78.7333,78.7333,43.7768,44.4,44.0884
La6Ru8Sn26La6Ru8Sn26,82.00413436,77.31313655,73.08036657,82.0611,82.0611,82.0611,30.158,33.1567,31.6573
La6Sb10Zr2La6Sb10Zr2,45.42733917,45.15231673,44.87861566,60.7928,60.5648,60.6788,31.1043,31.2322,31.1682
La6Sn8La6Sn8,37.12281778,36.3049997,35.5326102,52.7511,53.3963,53.0737,29.5269,31.1278,30.3273
La6Te8La6Te8,51.61636401,51.20864214,50.80652967,51.6222,51.6222,51.6222,21.9611,22.2433,22.1022
La6Tl10La6Tl10,47.35182597,48.25358087,49.15189982,47.5103,49.1407,48.3255,20.7854,21.2178,21.0016
